Test: [200/331]	Time 0.083 (0.076)	Loss 0.0000 (0.0004)	Prec@1 100.000 (99.922)	
Test: [210/331]	Time 0.070 (0.075)	Loss 0.0000 (0.0012)	Prec@1 100.000 (99.704)	
Test: [220/331]	Time 0.068 (0.075)	Loss 0.0000 (0.0013)	Prec@1 100.000 (99.682)	
Test: [230/331]	Time 0.076 (0.075)	Loss 0.0041 (0.0015)	Prec@1 98.438 (99.628)	
Test: [240/331]	Time 0.076 (0.075)	Loss 0.0000 (0.0014)	Prec@1 100.000 (99.643)	
Test: [250/331]	Time 0.070 (0.075)	Loss 0.0000 (0.0014)	Prec@1 100.000 (99.658)	
Test: [260/331]	Time 0.068 (0.075)	Loss 0.0000 (0.0013)	Prec@1 100.000 (99.671)	
Test: [270/331]	Time 0.072 (0.075)	Loss 0.0062 (0.0013)	Prec@1 96.875 (99.666)	
Test: [280/331]	Time 0.072 (0.075)	Loss 0.0237 (0.0018)	Prec@1 93.750 (99.494)	
Test: [290/331]	Time 0.085 (0.075)	Loss 0.1106 (0.0044)	Prec@1 93.750 (99.001)	
Test: [300/331]	Time 0.074 (0.075)	Loss 0.0839 (0.0060)	Prec@1 73.438 (98.661)	
Test: [310/331]	Time 0.077 (0.075)	Loss 0.0080 (0.0064)	Prec@1 98.438 (98.573)	
Test: [320/331]	Time 0.074 (0.075)	Loss 0.0151 (0.0072)	Prec@1 95.312 (98.394)	
Test: [330/331]	Time 0.027 (0.074)	Loss 0.0065 (0.0086)	Prec@1 100.000 (98.093)	
Test: [0/331]	Time 0.667 (0.667)	Loss 0.0006 (0.0006)	Prec@1 100.000 (100.000)	
Test: [10/331]	Time 0.076 (0.132)	Loss 0.0008 (0.0004)	Prec@1 100.000 (100.000)	
Test: [20/331]	Time 0.070 (0.106)	Loss 0.0000 (0.0010)	Prec@1 100.000 (99.777)	
Test: [30/331]	Time 0.076 (0.097)	Loss 0.0018 (0.0008)	Prec@1 100.000 (99.849)	
Test: [40/331]	Time 0.072 (0.091)	Loss 0.0003 (0.0007)	Prec@1 100.000 (99.886)	
Test: [50/331]	Time 0.076 (0.088)	Loss 0.0000 (0.0006)	Prec@1 100.000 (99.908)	
Test: [60/331]	Time 0.059 (0.085)	Loss 0.0000 (0.0006)	Prec@1 100.000 (99.898)	
Test: [70/331]	Time 0.074 (0.083)	Loss 0.0001 (0.0007)	Prec@1 100.000 (99.868)	
Test: [80/331]	Time 0.078 (0.082)	Loss 0.0001 (0.0014)	Prec@1 100.000 (99.788)	
Test: [90/331]	Time 0.065 (0.080)	Loss 0.0000 (0.0014)	Prec@1 100.000 (99.794)	
Test: [100/331]	Time 0.074 (0.079)	Loss 0.0000 (0.0013)	Prec@1 100.000 (99.799)	
Test: [110/331]	Time 0.072 (0.079)	Loss 0.0001 (0.0012)	Prec@1 100.000 (99.817)	
Test: [120/331]	Time 0.068 (0.078)	Loss 0.0080 (0.0012)	Prec@1 98.438 (99.819)	
Test: [130/331]	Time 0.068 (0.077)	Loss 0.0002 (0.0011)	Prec@1 100.000 (99.833)	
Test: [140/331]	Time 0.068 (0.077)	Loss 0.0000 (0.0010)	Prec@1 100.000 (99.845)	
Test: [150/331]	Time 0.068 (0.076)	Loss 0.0000 (0.0010)	Prec@1 100.000 (99.855)	
